State,City,Date,Year,Month,Domestic_Tourists,International_Tourists,Tourism_Revenue_Cr,Popular_Attraction,Average_Spending_per_Tourist,Number_of_Hotels,Average_Hotel_Price,Events_or_Festivals,Weather_Condition,Mode_of_Transport,Average_Transport_Cost,Local_Transport_Used,Average_Stay_Days,Hotel_Occupancy_Rate(%),Tourist_Satisfaction_Score,Adventure_Activities,Medical_Facilities
Uttar Pradesh,Lucknow,01-11-2020,2020,November,7501,4838,20510.77,Beach,1.66,121,5932.39,Food Festival,Sunny,Car,3332.58,No,5.7,71.52,5,Yes,Poor
Uttar Pradesh,Lucknow,01-12-2020,2020,December,33172,4342,48506.93,Temple,1.29,102,3016.36,Food Festival,Sunny,Bike,540.23,Yes,11.4,78.26,3.4,No,Poor
Uttar Pradesh,Lucknow,01-01-2021,2021,January,38508,2492,38270.54,Temple,0.93,52,9320.83,Music Festival,Cloudy,Train,1196.81,Yes,3.9,79.12,3.1,Yes,Good
Uttar Pradesh,Lucknow,01-02-2021,2021,February,49930,2916,82456.05,Desert Safari,1.56,410,6845.51,Music Festival,Humid,Bus,7226.86,Yes,6.9,85.45,4.3,Yes,Poor
Uttar Pradesh,Lucknow,01-03-2021,2021,March,48756,3624,69118.49,Cultural Festival,1.32,313,3868.9,Festival,Cloudy,Car,7165.04,Yes,7.5,53.79,4.6,Yes,Good
Uttar Pradesh,Lucknow,01-04-2021,2021,April,43072,4618,37802.82,Museum,0.79,82,7790.86,Dance Festival,Humid,Boat,3824.84,Yes,3.7,61.1,4.5,Yes,Average
Uttar Pradesh,Lucknow,01-05-2021,2021,May,31280,2859,32801.07,Beach,0.96,90,1909.36,Crafts Mela,Sunny,Bike,3734.44,Yes,5.4,57.73,3.8,No,Average
Uttar Pradesh,Lucknow,01-06-2021,2021,June,22223,2761,21737.58,Beach,0.87,148,6251.54,Food Festival,Cloudy,Bus,4851.02,No,12.8,70.32,4.2,No,Good
Uttar Pradesh,Lucknow,01-07-2021,2021,July,48353,769,53558.8,Desert Safari,1.09,403,9081.58,Crafts Mela,Sunny,Train,6320.17,Yes,7.4,55.58,3,No,Poor
Uttar Pradesh,Lucknow,01-08-2021,2021,August,47824,3139,83514.62,Wildlife Sanctuary,1.64,473,8298.41,Festival,Cold,Boat,5748.15,No,14.4,73.89,4.6,No,Poor
Uttar Pradesh,Lucknow,01-09-2021,2021,September,25993,4975,45283.44,Wildlife Sanctuary,1.46,378,2828.23,Music Festival,Cold,Train,4921.56,No,7.2,85.41,4.7,No,Poor
Uttar Pradesh,Lucknow,01-10-2021,2021,October,37614,1975,27826.32,Fort,0.7,52,5068.3,Sports Event,Cloudy,Flight,1818.65,Yes,8.3,51.6,4.4,Yes,Average
Uttar Pradesh,Lucknow,01-11-2021,2021,November,26358,4268,55786.33,Museum,1.82,309,3237.33,Food Festival,Cloudy,Flight,2799.94,No,3.1,54.08,3.3,No,Average
Uttar Pradesh,Lucknow,01-12-2021,2021,December,29485,512,42715.84,Hill Station,1.42,478,1717.28,Sports Event,Snowy,Bus,4314.82,No,13,61,3.4,No,Good
Uttar Pradesh,Lucknow,01-01-2022,2022,January,24478,4376,48640.7,Beach,1.69,226,6797.74,Sports Event,Humid,Flight,3969.17,Yes,2.9,69.08,4.3,Yes,Good
Uttar Pradesh,Lucknow,01-02-2022,2022,February,9686,1822,18288.54,Backwaters,1.59,295,8965.79,Dance Festival,Cloudy,Bus,2171.46,No,4.8,60.54,3.1,Yes,Average
Uttar Pradesh,Lucknow,01-03-2022,2022,March,39134,3343,51061.13,River Rafting,1.2,53,8971.35,Dance Festival,Humid,Boat,5183.67,No,9.3,79.17,4.7,No,Good
Uttar Pradesh,Lucknow,01-04-2022,2022,April,7301,2095,13336.89,Museum,1.42,137,5343.35,Food Festival,Rainy,Train,1925.37,No,11.2,84.31,3.3,Yes,Good
Uttar Pradesh,Lucknow,01-05-2022,2022,May,15776,3540,34560.58,Fort,1.79,70,6210.36,Dance Festival,Rainy,Car,1362.16,Yes,8.6,78.01,3.2,No,Poor
Uttar Pradesh,Lucknow,01-06-2022,2022,June,28784,1131,28061.86,Temple,0.94,444,8643.62,Festival,Cold,Boat,7359.1,No,11.2,65.36,3.3,Yes,Poor
Uttar Pradesh,Lucknow,01-07-2022,2022,July,49295,4767,83613.33,Backwaters,1.55,481,7992.16,Food Festival,Sunny,Train,1796.79,Yes,10.1,74.7,4.1,Yes,Poor
Uttar Pradesh,Lucknow,01-08-2022,2022,August,44808,3756,41284.56,Desert Safari,0.85,310,3569.84,Festival,Sunny,Train,3591.45,Yes,6.7,73.37,4.5,Yes,Good
Uttar Pradesh,Lucknow,01-09-2022,2022,September,18781,1572,30597.05,Wildlife Sanctuary,1.5,333,8128.7,Religious Event,Snowy,Flight,3303.35,Yes,13,64.22,4.3,No,Average
Uttar Pradesh,Lucknow,01-10-2022,2022,October,26271,2050,21187.93,Temple,0.75,354,3522.1,Crafts Mela,Sunny,Bus,5885.79,Yes,8.3,59.14,4.8,Yes,Average
Uttar Pradesh,Lucknow,01-11-2022,2022,November,36635,715,46125.33,Desert Safari,1.23,95,7653.36,Sports Event,Cloudy,Boat,5912.68,No,7,73.48,4.2,No,Average
Uttar Pradesh,Lucknow,01-12-2022,2022,December,35359,1872,40846.47,Wildlife Sanctuary,1.1,380,7716.43,Religious Event,Humid,Boat,6302.47,Yes,6.5,55.17,4.9,Yes,Average
Uttar Pradesh,Lucknow,01-01-2023,2023,January,25653,2967,39722.45,Museum,1.39,289,5699.76,Art Fair,Humid,Flight,938.61,No,8.6,54.95,3.9,Yes,Average
Uttar Pradesh,Lucknow,01-02-2023,2023,February,11892,2084,23904.48,Fort,1.71,460,2001.79,Art Fair,Cloudy,Flight,1219.65,No,3.3,59.35,3.7,Yes,Good
Uttar Pradesh,Lucknow,01-03-2023,2023,March,23993,3281,31675.53,Desert Safari,1.16,104,7366.96,Festival,Cold,Car,1891.96,No,11.2,83.32,3.9,No,Good
Uttar Pradesh,Lucknow,01-04-2023,2023,April,43389,4590,58634.29,Desert Safari,1.22,500,2597.11,Sports Event,Snowy,Bike,1630.71,Yes,2.4,63.1,3.2,No,Good
Uttar Pradesh,Lucknow,01-05-2023,2023,May,7894,2481,16599.88,Hill Station,1.6,353,4909.06,Sports Event,Cloudy,Car,1195.11,Yes,10,87.63,4.5,Yes,Average
Uttar Pradesh,Lucknow,01-06-2023,2023,June,6395,609,5632.06,Museum,0.8,147,7016.92,Food Festival,Rainy,Bike,3093.99,Yes,2.3,88.68,4.2,Yes,Poor
Uttar Pradesh,Lucknow,01-07-2023,2023,July,7868,4349,19770.19,Hill Station,1.62,55,4053.72,Crafts Mela,Sunny,Flight,4709.78,No,2.9,61.16,4.8,Yes,Good
Uttar Pradesh,Lucknow,01-08-2023,2023,August,20842,3397,27086.27,Temple,1.12,87,2069.71,Dance Festival,Cold,Car,5160.42,Yes,14.3,50.74,3.7,Yes,Good
Uttar Pradesh,Lucknow,01-09-2023,2023,September,21222,1078,35670.47,Desert Safari,1.6,72,6923.28,Food Festival,Cold,Flight,5625.89,Yes,5.8,58.55,5,Yes,Good
Uttar Pradesh,Lucknow,01-10-2023,2023,October,29648,1348,21936.87,Museum,0.71,195,7945.93,Food Festival,Humid,Train,7449.67,Yes,4.4,76.78,3.1,Yes,Poor
Uttar Pradesh,Lucknow,01-11-2023,2023,November,34699,4236,40471.33,Hill Station,1.04,260,4832.03,Festival,Humid,Bike,7712.5,Yes,2.9,66.81,3.8,Yes,Good
Uttar Pradesh,Lucknow,01-12-2023,2023,December,43966,929,29947.06,Wildlife Sanctuary,0.67,193,4859.82,Sports Event,Rainy,Flight,4582.57,Yes,5.9,74.57,4.7,No,Average
Maharashtra,Mumbai,01-01-2019,2019,January,46854,2968,57730.33,Beach,1.16,329,8102.98,Music Festival,Cloudy,Flight,5361.86,No,12.4,82.42,3.3,No,Good
Maharashtra,Mumbai,01-02-2019,2019,February,17418,1073,20193.15,Cultural Festival,1.09,207,8237.28,Dance Festival,Sunny,Bus,2129.79,No,8,66.79,3.7,Yes,Average
Maharashtra,Mumbai,01-03-2019,2019,March,46157,4543,41041.28,Temple,0.81,103,4757.81,Crafts Mela,Sunny,Flight,532.64,Yes,12.9,79.92,3.6,Yes,Average
Maharashtra,Mumbai,01-04-2019,2019,April,14624,2317,31959.32,Hill Station,1.89,479,2858.69,Food Festival,Cold,Flight,7022.65,Yes,10.8,54.65,3.1,Yes,Poor
Maharashtra,Mumbai,01-05-2019,2019,May,41223,4469,64709.29,Museum,1.42,132,2587.82,Music Festival,Humid,Train,994.56,Yes,2,82.26,4.6,Yes,Good
Maharashtra,Mumbai,01-06-2019,2019,June,11424,2953,28418.92,Fort,1.98,84,5885.23,Sports Event,Cold,Flight,2524.33,Yes,10.5,63.56,3.9,Yes,Average
Maharashtra,Mumbai,01-07-2019,2019,July,45184,3366,71783.65,Museum,1.48,479,3956.41,Religious Event,Cold,Car,7775.94,No,4.4,69.87,3.7,Yes,Average
Maharashtra,Mumbai,01-08-2019,2019,August,12592,3550,21885.07,Museum,1.36,319,7128.47,Art Fair,Cloudy,Bike,4315.3,Yes,2.5,56.21,3.3,No,Average
Maharashtra,Mumbai,01-09-2019,2019,September,39500,3814,53434.3,Backwaters,1.23,64,4661.46,Festival,Sunny,Train,5353.31,Yes,6.3,69.52,4,Yes,Good
Maharashtra,Mumbai,01-10-2019,2019,October,38542,3927,44101.81,Temple,1.04,416,8122.97,Music Festival,Sunny,Bike,2964.13,Yes,8.4,55.48,3.8,Yes,Good
Maharashtra,Mumbai,01-11-2019,2019,November,13707,3356,31736.62,Fort,1.86,324,6454.61,Sports Event,Humid,Car,6476.77,No,8.9,88.58,3.4,Yes,Good
Maharashtra,Mumbai,01-12-2019,2019,December,44106,1685,52618.68,Temple,1.15,368,3845.65,Dance Festival,Cold,Flight,6162.89,No,9.2,91.73,4.2,Yes,Average
Maharashtra,Mumbai,01-01-2020,2020,January,48932,4725,70314.75,Hill Station,1.31,498,4077.55,Crafts Mela,Rainy,Flight,3593.64,No,13,86.33,3.1,Yes,Good
Maharashtra,Mumbai,01-02-2020,2020,February,35250,4619,53299.67,Fort,1.34,283,9784.85,Food Festival,Rainy,Flight,7696.15,Yes,2.8,79.44,3.7,No,Good
Maharashtra,Mumbai,01-03-2020,2020,March,27108,4217,53808.42,Wildlife Sanctuary,1.72,364,8906.3,Music Festival,Sunny,Flight,1472.39,Yes,8.7,94.86,3.1,No,Poor
Maharashtra,Mumbai,01-04-2020,2020,April,24536,2013,44039.9,Desert Safari,1.66,146,4618.11,Dance Festival,Snowy,Train,6084.38,Yes,8.4,77.04,3.2,No,Average
Maharashtra,Mumbai,01-05-2020,2020,May,18522,575,28783.91,Fort,1.51,166,9966.63,Crafts Mela,Rainy,Flight,750.03,Yes,11.8,81.88,3.3,No,Average
Maharashtra,Mumbai,01-06-2020,2020,June,34944,3964,39294.44,River Rafting,1.01,82,6116.28,Festival,Cloudy,Bike,5286.23,Yes,14.4,63.82,4.3,Yes,Average
Maharashtra,Mumbai,01-07-2020,2020,July,43633,1466,40496.58,Wildlife Sanctuary,0.9,414,8097.06,Art Fair,Sunny,Bus,1370.46,No,6.6,86.7,4.8,No,Average
Maharashtra,Mumbai,01-08-2020,2020,August,36736,3530,35852.97,Hill Station,0.89,191,7508.72,Music Festival,Cloudy,Boat,2100.28,Yes,9,57.52,3.2,Yes,Poor
Maharashtra,Mumbai,01-09-2020,2020,September,22622,1369,29233.49,Beach,1.22,490,1558.11,Dance Festival,Rainy,Bike,2910.7,Yes,2.6,92.37,4.8,No,Average
Maharashtra,Mumbai,01-10-2020,2020,October,20717,4968,46334.79,Cultural Festival,1.8,446,1542.37,Music Festival,Snowy,Boat,1373.79,Yes,5.3,62.35,4.1,Yes,Poor
Maharashtra,Mumbai,01-11-2020,2020,November,7261,2425,16532.7,Backwaters,1.71,261,4750.76,Religious Event,Cloudy,Car,7389.51,No,12.6,69.69,4.4,Yes,Average
Maharashtra,Mumbai,01-12-2020,2020,December,45906,1740,45876.52,Museum,0.96,148,4262.16,Religious Event,Sunny,Boat,7924.23,Yes,9.2,52.16,4,Yes,Poor
Maharashtra,Mumbai,01-01-2021,2021,January,40418,3040,64292.05,Cultural Festival,1.48,455,4798.16,Festival,Sunny,Train,1750.29,No,13.3,68.08,4.8,No,Poor
Maharashtra,Mumbai,01-02-2021,2021,February,15062,3849,28805.57,Fort,1.52,223,9571.21,Sports Event,Sunny,Flight,4646.03,No,8.2,64.41,3,Yes,Poor
Maharashtra,Mumbai,01-03-2021,2021,March,36805,2607,57272.94,Temple,1.45,234,8286.53,Music Festival,Cloudy,Boat,4462.33,No,3.7,93.2,4.9,No,Poor
Maharashtra,Mumbai,01-04-2021,2021,April,23037,1597,19158.16,River Rafting,0.78,339,6521.36,Food Festival,Sunny,Car,2374.18,Yes,10.7,54.73,3.9,No,Average
Maharashtra,Mumbai,01-05-2021,2021,May,15686,2657,23425.77,Desert Safari,1.28,154,7380.68,Religious Event,Cold,Car,2799.53,No,9,74.59,4.2,No,Good
Maharashtra,Mumbai,01-06-2021,2021,June,9408,638,8556.6,River Rafting,0.85,303,5312.07,Religious Event,Humid,Train,654.74,Yes,7.4,66.41,4,Yes,Good
Maharashtra,Mumbai,01-07-2021,2021,July,20626,4974,29599.11,Fort,1.16,139,7548.22,Food Festival,Humid,Bus,2712.32,Yes,5.8,68.62,4,No,Average
Maharashtra,Mumbai,01-08-2021,2021,August,37582,2427,48562.2,Cultural Festival,1.21,242,8211.05,Festival,Sunny,Car,1650.9,No,14,81.31,4.7,Yes,Average
Maharashtra,Mumbai,01-09-2021,2021,September,25398,2876,20490.82,Museum,0.72,160,2537.94,Festival,Sunny,Train,1992.31,No,8.6,75.71,4.3,No,Good
Maharashtra,Mumbai,01-10-2021,2021,October,39836,3002,48822.75,Fort,1.14,464,5129.11,Sports Event,Rainy,Car,3751.91,No,14.8,57.69,4,No,Average
Maharashtra,Mumbai,01-11-2021,2021,November,18216,4576,21627.5,Desert Safari,0.95,72,3237.16,Music Festival,Cold,Bus,5913.45,No,8,62.97,3.3,No,Good
Maharashtra,Mumbai,01-12-2021,2021,December,30165,4834,47237.12,Beach,1.35,438,2180.99,Art Fair,Cold,Bus,6814.26,No,9.2,60.87,3.7,Yes,Average
Maharashtra,Mumbai,01-01-2022,2022,January,17168,510,19021.01,Backwaters,1.08,200,3936.09,Festival,Cold,Flight,7721.99,Yes,14.9,76.51,3.2,No,Poor
Maharashtra,Mumbai,01-02-2022,2022,February,11081,1969,15939.57,River Rafting,1.22,330,8397.09,Festival,Cloudy,Boat,3422.24,Yes,14.6,52.98,4.5,No,Poor
Maharashtra,Mumbai,01-03-2022,2022,March,25267,4807,47137.48,Beach,1.57,58,7000.44,Art Fair,Humid,Train,5808.94,No,3.7,63.25,4,No,Good
Maharashtra,Mumbai,01-04-2022,2022,April,23969,1080,35782.99,Backwaters,1.43,376,5154.62,Food Festival,Snowy,Bike,3001.94,Yes,14.1,76.4,4.7,Yes,Poor
Maharashtra,Mumbai,01-05-2022,2022,May,38731,4316,48810.81,River Rafting,1.13,194,7723.79,Music Festival,Snowy,Car,7577.67,Yes,14,72.01,4.3,No,Average
Maharashtra,Mumbai,01-06-2022,2022,June,49661,2348,59255.44,Museum,1.14,486,4463.45,Crafts Mela,Humid,Bike,2298.66,No,4.7,65.56,4.1,Yes,Poor
Maharashtra,Mumbai,01-07-2022,2022,July,38160,3788,70031.94,Beach,1.67,256,4426.31,Food Festival,Cold,Bike,1469.12,No,8.2,62.51,3.4,No,Good
Maharashtra,Mumbai,01-08-2022,2022,August,36689,4954,48443.99,Backwaters,1.16,154,4037.62,Sports Event,Snowy,Car,6483.46,Yes,12.3,88.96,4.3,Yes,Average
Maharashtra,Mumbai,01-09-2022,2022,September,23170,3362,42637.49,Hill Station,1.61,106,1635.86,Religious Event,Rainy,Boat,937.59,Yes,13,55.39,3.3,No,Average
Maharashtra,Mumbai,01-10-2022,2022,October,11600,4843,30073.6,Wildlife Sanctuary,1.83,442,3890.13,Dance Festival,Snowy,Train,3977,Yes,3.3,64.51,4.6,Yes,Average
Maharashtra,Mumbai,01-11-2022,2022,November,46066,1843,43382.42,Wildlife Sanctuary,0.91,428,9028.91,Dance Festival,Rainy,Car,608.9,Yes,14,90.45,3.2,No,Average
Maharashtra,Mumbai,01-12-2022,2022,December,42785,4352,66041.47,Fort,1.4,124,5660.58,Dance Festival,Cold,Train,654.49,No,5.4,89.24,3.4,No,Poor
Maharashtra,Mumbai,01-01-2023,2023,January,35819,2982,50762.53,Wildlife Sanctuary,1.31,377,4136.9,Sports Event,Snowy,Bike,3316.14,Yes,11,92.5,4,No,Average
Maharashtra,Mumbai,01-02-2023,2023,February,7344,2295,16080.42,Desert Safari,1.67,182,2730.68,Food Festival,Snowy,Boat,5983.2,Yes,10.9,71.29,3.6,No,Poor
Maharashtra,Mumbai,01-03-2023,2023,March,35044,2812,50082.37,Museum,1.32,96,8719.71,Food Festival,Cloudy,Boat,6337.73,Yes,5.2,79.28,3.1,No,Average
Maharashtra,Mumbai,01-04-2023,2023,April,5010,1827,13958.43,Hill Station,2.04,401,1750.99,Crafts Mela,Cold,Car,7344.39,Yes,6.8,58.93,4.4,Yes,Good
Maharashtra,Mumbai,01-05-2023,2023,May,25023,4959,51071.91,Hill Station,1.7,247,9895.14,Sports Event,Humid,Train,5723.02,No,9.8,84.41,3,No,Poor
Maharashtra,Mumbai,01-06-2023,2023,June,24254,4368,47367.68,Temple,1.65,201,3655.01,Religious Event,Cold,Boat,4605.47,Yes,4.8,77.45,3.2,No,Average
Maharashtra,Mumbai,01-07-2023,2023,July,48287,2435,65554.48,Desert Safari,1.29,419,9612.08,Religious Event,Sunny,Train,2703.79,No,9,94.4,3.4,No,Poor
Maharashtra,Mumbai,01-08-2023,2023,August,17197,2438,24234.48,Museum,1.23,116,7399.89,Crafts Mela,Sunny,Bus,3413.57,No,11.3,79.9,4.4,No,Average
Maharashtra,Mumbai,01-09-2023,2023,September,23667,3839,46262.76,Fort,1.68,128,6664.84,Religious Event,Cold,Flight,2168.49,Yes,11.4,80.09,3.1,Yes,Good
Maharashtra,Mumbai,01-10-2023,2023,October,49335,3614,44972.74,Temple,0.85,310,8837.8,Sports Event,Cold,Boat,4959.63,No,3.9,77.41,3.9,Yes,Poor
Maharashtra,Mumbai,01-11-2023,2023,November,14321,4062,27620.8,Temple,1.5,479,3602.67,Food Festival,Cold,Flight,1832.92,No,14.8,69.67,4.5,No,Good
Maharashtra,Mumbai,01-12-2023,2023,December,23378,3502,40753.84,River Rafting,1.52,332,7089.55,Art Fair,Humid,Flight,7659.45,Yes,3.5,91.56,4.7,Yes,Good
Maharashtra,Pune,01-01-2019,2019,January,7025,2888,19787.27,River Rafting,2,120,4325.03,Art Fair,Snowy,Boat,3553.21,Yes,12.8,88.73,4.9,No,Poor
Maharashtra,Pune,01-02-2019,2019,February,13520,2742,27361.86,River Rafting,1.68,72,2164.55,Dance Festival,Rainy,Bus,6431.01,Yes,10.4,72.84,4.5,No,Good
Maharashtra,Pune,01-03-2019,2019,March,27259,853,19687.04,Cultural Festival,0.7,268,3856.28,Religious Event,Cold,Boat,6295.82,Yes,3.7,88.61,4.3,Yes,Poor
Maharashtra,Pune,01-04-2019,2019,April,46970,1313,66666.59,Fort,1.38,317,9298.6,Art Fair,Cold,Train,5551.51,Yes,6.6,93.26,4.8,No,Average
Maharashtra,Pune,01-05-2019,2019,May,36804,3227,59326.11,Museum,1.48,91,3756.62,Music Festival,Sunny,Flight,3973.33,Yes,12.6,92.38,4.6,Yes,Good
Maharashtra,Pune,01-06-2019,2019,June,19947,3831,29974.35,River Rafting,1.26,88,5840.72,Food Festival,Humid,Car,1775.31,Yes,9.4,55.99,4.5,Yes,Poor
Maharashtra,Pune,01-07-2019,2019,July,46538,4590,69705.13,River Rafting,1.36,275,5089.34,Festival,Cold,Bus,4434.38,Yes,6.8,71.92,3.4,Yes,Average
Maharashtra,Pune,01-08-2019,2019,August,38174,3216,41310.12,Fort,1,464,9216.28,Food Festival,Cloudy,Bus,2566.55,Yes,7.3,69.86,4.9,No,Good
Maharashtra,Pune,01-09-2019,2019,September,22862,2257,22649.81,Backwaters,0.9,100,6265.67,Food Festival,Humid,Car,6294.76,No,14.8,65.17,3.1,No,Poor
Maharashtra,Pune,01-10-2019,2019,October,38394,1744,63145.01,Desert Safari,1.57,206,4005.49,Dance Festival,Sunny,Bus,4452.65,No,14.7,84.45,4.8,Yes,Poor
Maharashtra,Pune,01-11-2019,2019,November,25945,4357,40472.66,Cultural Festival,1.34,282,9178.79,Sports Event,Humid,Train,1671.5,No,10.7,90.69,3,No,Average
Maharashtra,Pune,01-12-2019,2019,December,30929,3654,43990.5,Museum,1.27,472,7251.14,Crafts Mela,Cold,Car,7102.93,Yes,6.4,67.81,3.1,Yes,Average
Maharashtra,Pune,01-01-2020,2020,January,25888,2354,43928.02,Cultural Festival,1.56,191,3798.83,Sports Event,Cold,Train,3140.39,No,9,56.25,4.6,No,Poor
Maharashtra,Pune,01-02-2020,2020,February,27324,3098,31049.22,Wildlife Sanctuary,1.02,296,5098.07,Food Festival,Rainy,Bike,3392.07,No,6.7,83.81,4.5,Yes,Good
Maharashtra,Pune,01-03-2020,2020,March,39387,895,42315.8,Backwaters,1.05,464,3165.91,Festival,Humid,Flight,1256.54,Yes,7,87.11,4.5,Yes,Good
Maharashtra,Pune,01-04-2020,2020,April,18292,3688,28266.38,Cultural Festival,1.29,347,8226,Crafts Mela,Cloudy,Bus,1155.62,Yes,6.3,92.34,4.9,No,Average
Maharashtra,Pune,01-05-2020,2020,May,39418,1798,38921.4,River Rafting,0.94,425,6753.33,Religious Event,Humid,Boat,7139.82,No,3.5,55.16,4,No,Average
Maharashtra,Pune,01-06-2020,2020,June,40611,3224,69284.77,Wildlife Sanctuary,1.58,374,6018.81,Crafts Mela,Humid,Flight,2412.81,No,11.2,90.37,3.6,Yes,Poor
Maharashtra,Pune,01-07-2020,2020,July,37283,2444,34415.97,Museum,0.87,286,2414.42,Crafts Mela,Snowy,Boat,7536.73,Yes,7.6,74.87,3.9,No,Good
Maharashtra,Pune,01-08-2020,2020,August,31663,2602,45265.5,River Rafting,1.32,245,8073.03,Food Festival,Humid,Boat,4376.65,No,3.7,85.03,3.2,No,Average
Maharashtra,Pune,01-09-2020,2020,September,33059,1094,30712.69,Cultural Festival,0.9,143,6282.85,Religious Event,Rainy,Boat,2872.76,No,12,93.81,3.5,Yes,Average
Maharashtra,Pune,01-10-2020,2020,October,37654,4700,56021.12,Desert Safari,1.32,257,4978.45,Religious Event,Cold,Car,6702.19,No,2.7,79.17,4.6,No,Poor
Maharashtra,Pune,01-11-2020,2020,November,26281,1722,45272.02,Backwaters,1.62,482,9138.29,Religious Event,Sunny,Bike,2208.52,No,10.3,85.29,4.6,Yes,Average
Maharashtra,Pune,01-12-2020,2020,December,27426,1477,42007.34,River Rafting,1.45,225,9001.81,Dance Festival,Cloudy,Bus,527.58,No,6.9,68.77,3.5,Yes,Average
Maharashtra,Pune,01-01-2021,2021,January,8836,870,15375.22,Museum,1.58,367,8616.88,Art Fair,Cold,Train,3597.27,Yes,14.7,93.21,4.2,No,Average
Maharashtra,Pune,01-02-2021,2021,February,5386,3259,18015.06,Wildlife Sanctuary,2.08,118,1724.39,Dance Festival,Cold,Boat,3239.23,No,5.2,88.14,4.1,Yes,Good
Maharashtra,Pune,01-03-2021,2021,March,41978,694,46006.34,Fort,1.08,330,9054.75,Dance Festival,Rainy,Train,7763.74,Yes,14.2,61.25,4.9,No,Poor
Maharashtra,Pune,01-04-2021,2021,April,9149,3909,29286.16,Fort,2.24,378,2803.13,Festival,Snowy,Car,4598.85,Yes,2.2,73.51,3.3,Yes,Poor
Maharashtra,Pune,01-05-2021,2021,May,25284,4049,48089.39,Cultural Festival,1.64,336,4886.64,Music Festival,Cold,Car,4463.21,No,10.5,80.37,3.6,Yes,Average
Maharashtra,Pune,01-06-2021,2021,June,29716,748,33508.1,River Rafting,1.1,199,3023.42,Religious Event,Cloudy,Bike,5252.28,No,3.1,76.12,3.1,No,Poor
Maharashtra,Pune,01-07-2021,2021,July,8074,3411,19570.49,Backwaters,1.7,147,6066.32,Art Fair,Cloudy,Car,7888.08,No,13.5,62.21,4.1,No,Good
Maharashtra,Pune,01-08-2021,2021,August,16563,4604,29203.8,Temple,1.38,150,1540.47,Art Fair,Snowy,Bike,6311.85,Yes,6.5,50.88,3.3,Yes,Poor
Maharashtra,Pune,01-09-2021,2021,September,43124,2078,45279.98,Museum,1,78,2533.45,Festival,Cold,Boat,628.04,No,5.1,55.86,4.4,Yes,Good
Maharashtra,Pune,01-10-2021,2021,October,15312,1482,25524.26,Backwaters,1.52,392,9621.43,Sports Event,Snowy,Flight,7018.51,No,14.8,82.93,3.4,Yes,Good
Maharashtra,Pune,01-11-2021,2021,November,48391,2339,55093.4,River Rafting,1.09,251,6961.85,Crafts Mela,Sunny,Bus,7125.28,No,6.3,78.9,3.1,No,Average
Maharashtra,Pune,01-12-2021,2021,December,34546,4684,65959.09,River Rafting,1.68,456,5708.08,Sports Event,Cloudy,Bus,917.6,No,14.7,55.83,4.8,No,Good
Maharashtra,Pune,01-01-2022,2022,January,21074,2307,18546.68,Temple,0.79,138,7400.32,Sports Event,Humid,Flight,1607.33,No,6.8,81.37,4.4,No,Good
Maharashtra,Pune,01-02-2022,2022,February,8328,3468,17791.1,Fort,1.51,130,7228.58,Crafts Mela,Snowy,Car,1863.64,No,5.3,79.79,4.9,Yes,Poor
Maharashtra,Pune,01-03-2022,2022,March,31403,4119,52355.79,Hill Station,1.47,187,3077.83,Food Festival,Humid,Car,7960.48,Yes,11.9,58.39,4.8,Yes,Average
Maharashtra,Pune,01-04-2022,2022,April,44464,4010,69167.17,Fort,1.43,403,3336.12,Dance Festival,Humid,Car,2976.19,Yes,3.7,81.76,3.1,Yes,Poor
Maharashtra,Pune,01-05-2022,2022,May,13273,4105,17738.99,Fort,1.02,142,7891.07,Religious Event,Sunny,Bike,7164.24,Yes,8.5,85.86,4.3,No,Average
Maharashtra,Pune,01-06-2022,2022,June,44842,2465,56880.5,Hill Station,1.2,292,6943.2,Food Festival,Humid,Boat,4586.43,Yes,7.7,81.06,4.2,Yes,Poor
Maharashtra,Pune,01-07-2022,2022,July,30371,3664,60711.48,Temple,1.78,375,3771.3,Dance Festival,Sunny,Bike,6778.24,No,10.2,67.51,3.6,Yes,Poor
Maharashtra,Pune,01-08-2022,2022,August,6076,3360,14939.04,Backwaters,1.58,281,9989.87,Festival,Snowy,Boat,7641.22,Yes,12.3,89.18,4.4,No,Poor
Maharashtra,Pune,01-09-2022,2022,September,5807,4404,19849.47,Backwaters,1.94,108,8914.46,Religious Event,Cloudy,Train,1056.16,Yes,13.1,50.48,3.2,Yes,Average
Maharashtra,Pune,01-10-2022,2022,October,14984,2391,21530.05,Museum,1.24,178,4221.92,Music Festival,Humid,Flight,2564.7,No,4.5,68.2,4.9,Yes,Average
Maharashtra,Pune,01-11-2022,2022,November,49615,4056,81916.36,Beach,1.53,316,8056.81,Festival,Sunny,Bike,5925.48,No,5.5,82.76,3.6,No,Poor
Maharashtra,Pune,01-12-2022,2022,December,21890,3428,40109.33,River Rafting,1.58,393,7657.64,Dance Festival,Sunny,Car,3781.84,Yes,8.7,80.79,4.9,Yes,Good
Maharashtra,Pune,01-01-2023,2023,January,16542,1339,13081.46,Wildlife Sanctuary,0.73,133,3575.07,Religious Event,Cold,Bike,2273.54,Yes,12.7,52.49,5,Yes,Poor
